artifact_name,source_row_index,split,primary_layer,gold_label,predicted_label,purist_correct,pragmatic_correct,hidden_families,first_failure_owner,first_failure_reason,evidence_exact,selected_operand_complete,deterministic_correct,oracle_candidate_presence,oracle_graph_representability
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,6137,validation,hybrid_adjudicator_with_adapters,1 per 2 week,1 per 2 to 3 week,True,True,current_vs_historical,none,primary layer is Purist-correct,True,,True,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,6153,validation,hybrid_adjudicator_with_adapters,9 per month,1 per 1 to 2 week,False,True,unclassified,candidate_generation,gold state absent from candidate set,True,,False,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,6180,validation,hybrid_adjudicator_with_adapters,multiple per week,no seizure frequency reference,True,True,rate_bucket_or_denominator;current_vs_historical;benchmark_format_convention,none,primary layer is Purist-correct,True,,True,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,6192,validation,hybrid_adjudicator_with_adapters,unknown,no seizure frequency reference,True,True,unknown_boundary;diary_or_log_aggregation;uncertainty_or_ambiguity,none,primary layer is Purist-correct,True,,True,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,6204,validation,hybrid_adjudicator_with_adapters,2 per month,2 per month,True,True,unclassified,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,6209,validation,hybrid_adjudicator_with_adapters,multiple per day,1 per day,False,False,rate_bucket_or_denominator;benchmark_format_convention,candidate_generation,gold state absent from candidate set,True,,False,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,6244,validation,hybrid_adjudicator_with_adapters,unknown,seizure free for multiple year,False,False,unknown_boundary;seizure_free_duration;uncertainty_or_ambiguity,candidate_generation,gold state absent from candidate set,True,,False,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,6251,validation,hybrid_adjudicator_with_adapters,1 per 1 to 2 month,1 per 1 to 2 month,True,True,current_vs_historical,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,6273,validation,hybrid_adjudicator_with_adapters,unknown,no seizure frequency reference,True,True,unknown_boundary;uncertainty_or_ambiguity,none,primary layer is Purist-correct,True,,True,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,6319,validation,hybrid_adjudicator_with_adapters,1 per week,1 per week,True,True,rate_bucket_or_denominator,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,6321,validation,hybrid_adjudicator_with_adapters,unknown,1 per day,False,False,unknown_boundary;rate_bucket_or_denominator;uncertainty_or_ambiguity,candidate_generation,gold state absent from candidate set,True,,False,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,6331,validation,hybrid_adjudicator_with_adapters,2 per 6 weeks,2 per 6 week,True,True,current_vs_historical,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,6358,validation,hybrid_adjudicator_with_adapters,seizure free for 15 to 16 months,seizure free for multiple year,True,True,seizure_free_duration;current_vs_historical,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,6368,validation,hybrid_adjudicator_with_adapters,unknown,1 per 1 to 2 week,False,False,unknown_boundary;uncertainty_or_ambiguity,candidate_generation,gold state absent from candidate set,True,,False,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,6395,validation,hybrid_adjudicator_with_adapters,1 to 2 per month,1 to 2 per month,True,True,current_vs_historical;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,6501,validation,hybrid_adjudicator_with_adapters,unknown,seizure free for multiple year,False,False,unknown_boundary;seizure_free_duration;cluster_burden;competing_semiologies;uncertainty_or_ambiguity,candidate_generation,gold state absent from candidate set,True,,False,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,6509,validation,hybrid_adjudicator_with_adapters,1 per week,2 per 2 week,True,True,cluster_burden;rate_bucket_or_denominator;current_vs_historical;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,6571,validation,hybrid_adjudicator_with_adapters,unknown,seizure free for multiple year,False,False,unknown_boundary;seizure_free_duration;uncertainty_or_ambiguity,candidate_generation,gold state absent from candidate set,True,,False,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,6607,validation,hybrid_adjudicator_with_adapters,unknown,no seizure frequency reference,True,True,unknown_boundary;diary_or_log_aggregation;uncertainty_or_ambiguity,none,primary layer is Purist-correct,True,,True,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,6684,validation,hybrid_adjudicator_with_adapters,3 per 4 month,3 per 4 month,True,True,current_vs_historical,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,6701,validation,hybrid_adjudicator_with_adapters,4 per 3 week,4 per 3 week,True,True,current_vs_historical,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,6738,validation,hybrid_adjudicator_with_adapters,1 per 6 to 8 week,1 per 6 to 8 week,True,True,competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,6852,validation,hybrid_adjudicator_with_adapters,4 to 6 per month,4 to 6 per month,True,True,uncertainty_or_ambiguity,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,6889,validation,hybrid_adjudicator_with_adapters,multiple per week,1 per 2 to 3 week,False,False,rate_bucket_or_denominator;benchmark_format_convention,projection,gold appears representable but projection is wrong,True,,False,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,6952,validation,hybrid_adjudicator_with_adapters,2 per week,2 per week,True,True,rate_bucket_or_denominator,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,6967,validation,hybrid_adjudicator_with_adapters,unknown,no seizure frequency reference,True,True,unknown_boundary;diary_or_log_aggregation;current_vs_historical;uncertainty_or_ambiguity,none,primary layer is Purist-correct,True,,True,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,6987,validation,hybrid_adjudicator_with_adapters,unknown,seizure free for multiple year,False,False,unknown_boundary;seizure_free_duration;current_vs_historical;competing_semiologies;uncertainty_or_ambiguity,candidate_generation,gold state absent from candidate set,True,,False,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,7093,validation,hybrid_adjudicator_with_adapters,unknown,no seizure frequency reference,True,True,unknown_boundary;diary_or_log_aggregation;uncertainty_or_ambiguity,none,primary layer is Purist-correct,True,,True,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,7126,validation,hybrid_adjudicator_with_adapters,unknown,no seizure frequency reference,True,True,unknown_boundary;current_vs_historical;competing_semiologies;uncertainty_or_ambiguity,none,primary layer is Purist-correct,True,,True,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,7141,validation,hybrid_adjudicator_with_adapters,unknown,no seizure frequency reference,True,True,unknown_boundary;uncertainty_or_ambiguity,none,primary layer is Purist-correct,True,,True,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,7167,validation,hybrid_adjudicator_with_adapters,"1 cluster per 2 weeks, 2 to 4 per cluster","3 cluster per 6 week, 2 to 4 per cluster",True,True,cluster_burden;current_vs_historical,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,7168,validation,hybrid_adjudicator_with_adapters,unknown,2 per year,False,False,unknown_boundary;current_vs_historical;competing_semiologies;uncertainty_or_ambiguity,candidate_generation,gold state absent from candidate set,True,,False,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,7192,validation,hybrid_adjudicator_with_adapters,multiple per week,multiple per week,True,True,rate_bucket_or_denominator;benchmark_format_convention,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,7195,validation,hybrid_adjudicator_with_adapters,unknown,no seizure frequency reference,True,True,unknown_boundary;diary_or_log_aggregation;uncertainty_or_ambiguity,none,primary layer is Purist-correct,True,,True,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,7196,validation,hybrid_adjudicator_with_adapters,1 per week,6 per 6 week,True,True,rate_bucket_or_denominator;current_vs_historical;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,7198,validation,hybrid_adjudicator_with_adapters,unknown,no seizure frequency reference,True,True,unknown_boundary;current_vs_historical;uncertainty_or_ambiguity,none,primary layer is Purist-correct,True,,True,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,7275,validation,hybrid_adjudicator_with_adapters,1 per month,3 per 3 month,True,True,unclassified,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,7290,validation,hybrid_adjudicator_with_adapters,unknown,no seizure frequency reference,True,True,unknown_boundary;uncertainty_or_ambiguity,none,primary layer is Purist-correct,True,,True,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,7316,validation,hybrid_adjudicator_with_adapters,1 to 2 per month,1 to 2 per month,True,True,competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,7389,validation,hybrid_adjudicator_with_adapters,unknown,no seizure frequency reference,True,True,unknown_boundary;uncertainty_or_ambiguity,none,primary layer is Purist-correct,True,,True,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,7392,validation,hybrid_adjudicator_with_adapters,2 to 4 per week,2 to 4 per week,True,True,rate_bucket_or_denominator;current_vs_historical,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,7401,validation,hybrid_adjudicator_with_adapters,"2 cluster per 6 week, 1 to 2 per cluster","2 cluster per 6 week, 1 to 2 per cluster",True,True,cluster_burden;current_vs_historical;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,7409,validation,hybrid_adjudicator_with_adapters,unknown,no seizure frequency reference,True,True,unknown_boundary;uncertainty_or_ambiguity,none,primary layer is Purist-correct,True,,True,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,7455,validation,hybrid_adjudicator_with_adapters,unknown,no seizure frequency reference,True,True,unknown_boundary;diary_or_log_aggregation;uncertainty_or_ambiguity,none,primary layer is Purist-correct,True,,True,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,7475,validation,hybrid_adjudicator_with_adapters,2 per 6 month,2 per 6 month,True,True,current_vs_historical;competing_semiologies;uncertainty_or_ambiguity,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,7491,validation,hybrid_adjudicator_with_adapters,unknown,no seizure frequency reference,True,True,unknown_boundary;competing_semiologies;uncertainty_or_ambiguity,none,primary layer is Purist-correct,True,,True,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,7506,validation,hybrid_adjudicator_with_adapters,unknown,no seizure frequency reference,True,True,unknown_boundary;competing_semiologies;uncertainty_or_ambiguity,none,primary layer is Purist-correct,True,,True,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,7573,validation,hybrid_adjudicator_with_adapters,1 per 2 week,1 per 2 week,True,True,unclassified,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,7581,validation,hybrid_adjudicator_with_adapters,2 to 3 per week,2 to 3 per week,True,True,rate_bucket_or_denominator,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,7615,validation,hybrid_adjudicator_with_adapters,3 to 7 per month,2 per year,False,False,competing_semiologies,candidate_generation,gold state absent from candidate set,True,,False,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,7650,validation,hybrid_adjudicator_with_adapters,unknown,no seizure frequency reference,True,True,unknown_boundary;competing_semiologies;uncertainty_or_ambiguity,none,primary layer is Purist-correct,True,,True,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,7738,validation,hybrid_adjudicator_with_adapters,seizure free for multiple month,seizure free for multiple year,True,True,seizure_free_duration;current_vs_historical,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,7785,validation,hybrid_adjudicator_with_adapters,seizure free for 12 month,seizure free for 12 month,True,True,seizure_free_duration;current_vs_historical,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,7818,validation,hybrid_adjudicator_with_adapters,seizure free for 2 years,seizure free for multiple year,True,True,seizure_free_duration,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,7834,validation,hybrid_adjudicator_with_adapters,seizure free for multiple month,seizure free for multiple year,True,True,seizure_free_duration,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,7859,validation,hybrid_adjudicator_with_adapters,unknown,no seizure frequency reference,True,True,unknown_boundary;current_vs_historical;uncertainty_or_ambiguity,none,primary layer is Purist-correct,True,,True,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,7872,validation,hybrid_adjudicator_with_adapters,seizure free for multiple month,seizure free for multiple year,True,True,seizure_free_duration,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,7911,validation,hybrid_adjudicator_with_adapters,seizure free for multiple month,seizure free for multiple year,True,True,seizure_free_duration;current_vs_historical;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,7961,validation,hybrid_adjudicator_with_adapters,seizure free for multiple year,seizure free for multiple year,True,True,seizure_free_duration,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,8002,validation,hybrid_adjudicator_with_adapters,1 per 6 to 8 week,1 per 6 to 8 week,True,True,unclassified,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,8006,validation,hybrid_adjudicator_with_adapters,seizure free for multiple month,seizure free for multiple year,True,True,seizure_free_duration,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,8079,validation,hybrid_adjudicator_with_adapters,seizure free for 18 month,seizure free for 18 month,True,True,seizure_free_duration;current_vs_historical,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,8089,validation,hybrid_adjudicator_with_adapters,seizure free for 16 month,seizure free for 16 month,True,True,seizure_free_duration;current_vs_historical,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,8124,validation,hybrid_adjudicator_with_adapters,seizure free for 13 month,seizure free for 13 month,True,True,seizure_free_duration;current_vs_historical,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,8144,validation,hybrid_adjudicator_with_adapters,seizure free for multiple month,seizure free for multiple year,True,True,seizure_free_duration,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,8145,validation,hybrid_adjudicator_with_adapters,seizure free for 6 month,seizure free for multiple year,True,True,seizure_free_duration;current_vs_historical,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,8160,validation,hybrid_adjudicator_with_adapters,seizure free for multiple month,seizure free for multiple year,True,True,seizure_free_duration,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,8180,validation,hybrid_adjudicator_with_adapters,seizure free for multiple month,seizure free for multiple year,True,True,seizure_free_duration;current_vs_historical,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,8188,validation,hybrid_adjudicator_with_adapters,seizure free for multiple month,seizure free for multiple year,True,True,seizure_free_duration;current_vs_historical,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,8203,validation,hybrid_adjudicator_with_adapters,seizure free for multiple month,seizure free for multiple year,True,True,seizure_free_duration;current_vs_historical,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,8224,validation,hybrid_adjudicator_with_adapters,seizure free for multiple month,seizure free for multiple year,True,True,seizure_free_duration,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,8235,validation,hybrid_adjudicator_with_adapters,seizure free for multiple month,seizure free for multiple year,True,True,seizure_free_duration;current_vs_historical,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,8264,validation,hybrid_adjudicator_with_adapters,seizure free for 4 month,seizure free for multiple year,True,True,seizure_free_duration;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,8265,validation,hybrid_adjudicator_with_adapters,seizure free for 6 month,seizure free for multiple year,True,True,seizure_free_duration;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,8354,validation,hybrid_adjudicator_with_adapters,seizure free for multiple month,seizure free for multiple year,True,True,seizure_free_duration,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,8355,validation,hybrid_adjudicator_with_adapters,seizure free for multiple year,seizure free for multiple year,True,True,seizure_free_duration,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,8400,validation,hybrid_adjudicator_with_adapters,seizure free for multiple month,seizure free for multiple year,True,True,seizure_free_duration,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,8419,validation,hybrid_adjudicator_with_adapters,1 to 2 per week,2 per week,True,True,rate_bucket_or_denominator,none,primary layer is Purist-correct,True,,True,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,8474,validation,hybrid_adjudicator_with_adapters,seizure free for multiple month,seizure free for multiple year,True,True,seizure_free_duration,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,8512,validation,hybrid_adjudicator_with_adapters,seizure free for multiple month,seizure free for multiple year,True,True,seizure_free_duration;current_vs_historical,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,8564,validation,hybrid_adjudicator_with_adapters,seizure free for 6 month,seizure free for 6 month,True,True,seizure_free_duration;current_vs_historical,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,8577,validation,hybrid_adjudicator_with_adapters,seizure free for multiple month,seizure free for multiple year,True,True,seizure_free_duration;diary_or_log_aggregation;current_vs_historical;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,8581,validation,hybrid_adjudicator_with_adapters,seizure free for multiple month,seizure free for multiple year,True,True,seizure_free_duration,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,8593,validation,hybrid_adjudicator_with_adapters,seizure free for 14 month,seizure free for 14 month,True,True,seizure_free_duration,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,8596,validation,hybrid_adjudicator_with_adapters,seizure free for 11 month,seizure free for 11 month,True,True,seizure_free_duration,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,8674,validation,hybrid_adjudicator_with_adapters,seizure free for multiple month,seizure free for multiple year,True,True,seizure_free_duration;current_vs_historical,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,8724,validation,hybrid_adjudicator_with_adapters,seizure free for multiple month,seizure free for multiple year,True,True,seizure_free_duration;current_vs_historical,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,8730,validation,hybrid_adjudicator_with_adapters,seizure free for 6 month,seizure free for multiple year,True,True,seizure_free_duration;current_vs_historical,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,8794,validation,hybrid_adjudicator_with_adapters,seizure free for 6 month,seizure free for multiple year,True,True,seizure_free_duration,none,primary layer is Purist-correct,True,,True,True,True
