path,lineage,role,status,notes
tests/test_gan2026_component_change_only_candidate_verifier.py,hybrid-staged-v0,test,needs-decision,tests change_only_candidate_verifier.py (hybrid-staged-v0/needs-decision)
tests/test_gan2026_component_diary_log_full_validation_audit.py,hybrid-staged-v0,test,needs-decision,tests diary_log_full_validation_audit.py (hybrid-staged-v0/needs-decision)
tests/test_gan2026_component_evidence_matrix.py,hybrid-staged-v0,test,needs-decision,tests component_evidence_matrix.py (hybrid-staged-v0/needs-decision)
tests/test_gan2026_component_exact_label_selector_ablation.py,hybrid-staged-v0,test,needs-decision,tests exact_label_selector_ablation.py (hybrid-staged-v0/needs-decision)
tests/test_gan2026_component_last_event_date_instrumentation.py,hybrid-staged-v0,test,needs-decision,tests last_event_date_instrumentation.py (hybrid-staged-v0/needs-decision)
tests/test_gan2026_component_projection_panel.py,hybrid-reset-current,test,shared-keep,tests component_projection_panel.py (hybrid-reset-current/shared-keep)
tests/test_gan2026_component_residual_nonprediction_audit.py,hybrid-staged-v0,test,needs-decision,tests residual_nonprediction_audit.py (hybrid-staged-v0/needs-decision)
tests/test_gan2026_component_selective_abstention_pressure.py,hybrid-staged-v0,test,needs-decision,tests selective_abstention_pressure.py (hybrid-staged-v0/needs-decision)
tests/test_gan2026_component_selective_verifier.py,hybrid-staged-v0,test,needs-decision,tests selective_verifier.py (hybrid-staged-v0/needs-decision)
tests/test_gan2026_component_source_trace.py,hybrid-staged-v0,test,needs-decision,tests source_trace.py (hybrid-staged-v0/needs-decision)
tests/test_gan2026_component_staged_decision_policy.py,hybrid-staged-v0,test,needs-decision,tests staged_decision_policy.py (hybrid-staged-v0/needs-decision)
tests/test_gan2026_component_structural_guard_full_validation_audit.py,hybrid-staged-v0,test,needs-decision,tests structural_guard_full_validation_audit.py (hybrid-staged-v0/needs-decision)
tests/test_gan2026_component_suspicious_state_policy.py,hybrid-staged-v0,test,needs-decision,tests suspicious_state_policy.py (hybrid-staged-v0/needs-decision)
tests/test_gan2026_component_trigger_context_release_rule.py,hybrid-staged-v0,test,needs-decision,tests trigger_context_release_rule.py (hybrid-staged-v0/needs-decision)
tests/test_gan2026_component_trigger_release_promotion_analysis.py,hybrid-staged-v0,test,needs-decision,tests trigger_release_promotion_analysis.py (hybrid-staged-v0/needs-decision)
tests/test_gan2026_component_validation_surface_inventory.py,hybrid-staged-v0,test,needs-decision,tests validation_surface_inventory.py (hybrid-staged-v0/needs-decision)
tests/test_gan2026_data.py,shared-infrastructure,test,shared-keep,tests data.py (shared-infrastructure/shared-keep)
tests/test_gan2026_deterministic_unknown_candidate_recall.py,deterministic,test,canonical,tests candidates.py (deterministic/canonical)
tests/test_gan2026_error_analysis.py,shared-infrastructure,test,shared-keep,tests error_analysis.py (shared-infrastructure/shared-keep)
tests/test_gan2026_evaluate.py,shared-infrastructure,test,shared-keep,tests evaluate.py (shared-infrastructure/shared-keep)
tests/test_gan2026_evidence_selection_matrix.py,hybrid-parallel-state,test,needs-decision,tests evidence_selection_matrix.py (hybrid-parallel-state/needs-decision)
tests/test_gan2026_fewshot_train_exemplar_candidate_experiment.py,llm-only,test,needs-decision,tests fewshot_train_exemplar_candidate_experiment.py (llm-only/needs-decision)
tests/test_gan2026_gold_audit_active_sampler.py,hybrid-reset-current,test,shared-keep,tests gold_audit_active_sampler.py (hybrid-reset-current/shared-keep)
tests/test_gan2026_h10_raw_identity_sidecar.py,hybrid-parallel-state,test,needs-decision,tests h10_raw_identity_sidecar.py (hybrid-parallel-state/needs-decision)
tests/test_gan2026_h10_runtime_variance_audit.py,hybrid-parallel-state,test,needs-decision,tests h10_runtime_variance_audit.py (hybrid-parallel-state/needs-decision)
tests/test_gan2026_h1_hidden_family_slice_aggregates.py,hybrid-reset-current,test,shared-keep,tests h1_hidden_family_slice_aggregates.py (hybrid-reset-current/shared-keep)
tests/test_gan2026_h5_repair_policy_manifest.py,hybrid-reset-current,test,shared-keep,tests h5_repair_policy_manifest.py (hybrid-reset-current/shared-keep)
tests/test_gan2026_h5_semantic_repair_gap.py,hybrid-reset-current,test,shared-keep,tests h5_semantic_repair_gap.py (hybrid-reset-current/shared-keep)
tests/test_gan2026_h5_semantic_repair_inventory.py,hybrid-reset-current,test,shared-keep,tests h5_semantic_repair_inventory.py (hybrid-reset-current/shared-keep)
tests/test_gan2026_h7_minimal_pair_panel.py,hybrid-staged-v0,test,needs-decision,tests h7_minimal_pair_panel.py (hybrid-staged-v0/needs-decision)
tests/test_gan2026_h9_action_policy_gap.py,hybrid-reset-current,test,shared-keep,tests h9_action_policy_gap.py (hybrid-reset-current/shared-keep)
tests/test_gan2026_h9_action_policy_sidecars.py,hybrid-reset-current,test,shared-keep,tests h9_action_policy_sidecars.py (hybrid-reset-current/shared-keep)
tests/test_gan2026_hidden_family_atlas.py,hybrid-parallel-state,test,needs-decision,tests hidden_family_atlas.py (hybrid-parallel-state/needs-decision)
tests/test_gan2026_hybrid_parallel_state_candidate_reasoner.py,hybrid-parallel-state,test,superseded-candidate,tests hybrid_parallel_state_candidate_reasoner.py (hybrid-parallel-state/superseded-candidate)
tests/test_gan2026_hybrid_rules_candidates_llm_adjudicator.py,hybrid-rules-adjudicator,test,superseded-candidate,tests hybrid_rules_candidates_llm_adjudicator.py (hybrid-rules-adjudicator/superseded-candidate)
tests/test_gan2026_labels.py,shared-infrastructure,test,shared-keep,tests labels.py (shared-infrastructure/shared-keep)
tests/test_gan2026_llm_candidate_set_clinical_assessment_probe.py,shared-infrastructure,test,shared-keep,tests llm_candidate_set_clinical_assessment_probe.py (shared-infrastructure/shared-keep)
tests/test_gan2026_llm_candidate_set_selector_schema_probe.py,shared-infrastructure,test,shared-keep,tests llm_candidate_set_selector_schema_probe.py (shared-infrastructure/shared-keep)
tests/test_gan2026_llm_component_mechanics.py,hybrid-reset-current,test,shared-keep,tests llm_component_mechanics.py (hybrid-reset-current/shared-keep)
tests/test_gan2026_llm_config.py,shared-infrastructure,test,shared-keep,tests llm_config.py (shared-infrastructure/shared-keep)
tests/test_gan2026_llm_extracted_candidate_schema_probe.py,shared-infrastructure,test,shared-keep,tests llm_extracted_candidate_schema_probe.py (shared-infrastructure/shared-keep)
tests/test_gan2026_llm_heavy_clinical_frequency_reasoner.py,llm-only,test,needs-decision,tests llm_heavy_clinical_frequency_reasoner.py (llm-only/needs-decision)
tests/test_gan2026_llm_heavy_evidence_selection_with_deterministic_adapters.py,hybrid-reset-current,test,needs-decision,tests llm_heavy_evidence_selection_with_deterministic_adapters.py (hybrid-reset-current/needs-decision)
tests/test_gan2026_llm_only_claim_table_selector.py,llm-only,test,superseded-candidate,tests llm_only_claim_table_selector.py (llm-only/superseded-candidate)
tests/test_gan2026_llm_only_direct_labeler.py,llm-only,test,superseded-candidate,tests llm_only_direct_labeler.py (llm-only/superseded-candidate)
tests/test_gan2026_llm_only_minimal_evidence_selector.py,llm-only,test,shared-keep,tests llm_only_minimal_evidence_selector.py (llm-only/shared-keep)
tests/test_gan2026_llm_only_rich_selected_state_reasoner.py,llm-only,test,superseded-candidate,tests llm_only_rich_selected_state_reasoner.py (llm-only/superseded-candidate)
tests/test_gan2026_llm_only_simplified_selected_state_reasoner.py,llm-only,test,superseded-candidate,tests llm_only_simplified_selected_state_reasoner.py (llm-only/superseded-candidate)
tests/test_gan2026_llm_only_sparse_operands_selected_state_reasoner.py,llm-only,test,superseded-candidate,tests llm_only_sparse_operands_selected_state_reasoner.py (llm-only/superseded-candidate)
tests/test_gan2026_llm_only_structured_events.py,llm-only,test,canonical,tests llm_only_structured_events.py (llm-only/canonical)
tests/test_gan2026_llm_only_structured_events_repair_ablation.py,llm-only,test,superseded-candidate,tests llm_only_structured_events_repair_ablation.py (llm-only/superseded-candidate)
tests/test_gan2026_llm_only_typed_adapter_reasoner.py,llm-only,test,superseded-candidate,tests llm_only_typed_adapter_reasoner.py (llm-only/superseded-candidate)
tests/test_gan2026_llm_only_typed_operations_reasoner.py,llm-only,test,superseded-candidate,tests llm_only_typed_operations_reasoner.py (llm-only/superseded-candidate)
tests/test_gan2026_llm_pipeline_cli.py,shared-infrastructure,test,shared-keep,tests llm_pipeline_cli.py (shared-infrastructure/shared-keep)
tests/test_gan2026_llm_prompt_hygiene.py,shared-infrastructure,test,shared-keep,cross-cutting prompt-hygiene test exercising all llm_only_* and hybrid LLM-touching modules — not single-module-exclusive
tests/test_gan2026_llm_replacement_postprocessing_ablation.py,hybrid-reset-current,test,shared-keep,tests llm_replacement_postprocessing_ablation.py (hybrid-reset-current/shared-keep)
tests/test_gan2026_month_bucket_duration_selection_ablation.py,hybrid-reset-current,test,shared-keep,tests month_bucket_duration_selection_ablation.py (hybrid-reset-current/shared-keep)
tests/test_gan2026_nonprediction_recovery_audit.py,hybrid-reset-current,test,shared-keep,tests nonprediction_recovery_audit.py (hybrid-reset-current/shared-keep)
tests/test_gan2026_nonprediction_release_candidate.py,hybrid-reset-current,test,shared-keep,tests nonprediction_release_candidate.py (hybrid-reset-current/shared-keep)
tests/test_gan2026_normalize.py,shared-infrastructure,test,shared-keep,tests normalize.py (shared-infrastructure/shared-keep)
tests/test_gan2026_null_reduction_validation_slices.py,hybrid-reset-current,test,shared-keep,tests null_reduction_validation_slices.py (hybrid-reset-current/shared-keep)
tests/test_gan2026_observatory_api.py,shared-infrastructure,test,shared-keep,tests api.py (shared-infrastructure/shared-keep)
tests/test_gan2026_pipeline_v1.py,deterministic,test,canonical,tests pipeline_v1.py (deterministic/canonical)
tests/test_gan2026_projection_arbitration_ablation.py,hybrid-reset-current,test,shared-keep,tests projection_arbitration_ablation.py (hybrid-reset-current/shared-keep)
tests/test_gan2026_projection_decision_matrix.py,hybrid-reset-current,test,shared-keep,tests projection_decision_matrix.py (hybrid-reset-current/shared-keep)
tests/test_gan2026_prompt_devset.py,shared-infrastructure,test,shared-keep,tests prompt_devset.py (shared-infrastructure/shared-keep)
tests/test_gan2026_reports.py,shared-infrastructure,test,shared-keep,tests base.py (shared-infrastructure/shared-keep)
tests/test_gan2026_reset_clinical_assessment_pipeline.py,hybrid-reset-current,test,canonical,tests reset_clinical_assessment_pipeline.py (hybrid-reset-current/canonical)
tests/test_gan2026_reset_stage_component_ablation_v6.py,hybrid-reset-current,test,shared-keep,tests reset_stage_component_ablation_v6.py (hybrid-reset-current/shared-keep)
tests/test_gan2026_reset_stage_component_inventory.py,hybrid-reset-current,test,canonical,tests reset_stage_component_inventory.py (hybrid-reset-current/canonical)
tests/test_gan2026_rq1_rq2_control_panels.py,hybrid-reset-current,test,shared-keep,tests rq1_rq2_control_panels.py (hybrid-reset-current/shared-keep)
tests/test_gan2026_rq5_rendering_matrix.py,hybrid-parallel-state,test,needs-decision,tests rq5_rendering_matrix.py (hybrid-parallel-state/needs-decision)
tests/test_gan2026_rq8_telemetry_guard.py,hybrid-reset-current,test,shared-keep,tests rq8_telemetry_guard.py (hybrid-reset-current/shared-keep)
tests/test_gan2026_rq9_abstention_pressure.py,hybrid-reset-current,test,shared-keep,tests rq9_abstention_pressure.py (hybrid-reset-current/shared-keep)
tests/test_gan2026_rq9_abstention_review_predeclaration.py,hybrid-reset-current,test,shared-keep,tests rq9_abstention_review_predeclaration.py (hybrid-reset-current/shared-keep)
tests/test_gan2026_rq9_cluster_convention_monitoring.py,hybrid-reset-current,test,shared-keep,tests rq9_cluster_convention_monitoring.py (hybrid-reset-current/shared-keep)
tests/test_gan2026_rq9_last_event_boundary.py,hybrid-reset-current,test,shared-keep,tests rq9_last_event_boundary.py (hybrid-reset-current/shared-keep)
tests/test_gan2026_rq9_router_pressure_points.py,hybrid-reset-current,test,shared-keep,tests rq9_router_pressure_points.py (hybrid-reset-current/shared-keep)
tests/test_gan2026_rq9_selective_action_router.py,hybrid-parallel-state,test,needs-decision,tests rq9_selective_action_router.py (hybrid-parallel-state/needs-decision)
tests/test_gan2026_rule_metadata.py,deterministic,test,canonical,tests rule_metadata.py (deterministic/canonical)
tests/test_gan2026_run_registry.py,shared-infrastructure,test,shared-keep,tests run_registry.py (shared-infrastructure/shared-keep)
tests/test_gan2026_saturated_surface_evaluation.py,hybrid-rules-adjudicator,test,needs-decision,tests saturated_surface_evaluation.py (hybrid-rules-adjudicator/needs-decision)
tests/test_gan2026_schema_repair.py,shared-infrastructure,test,shared-keep,tests schema_repair.py (shared-infrastructure/shared-keep)
tests/test_gan2026_seizure_free_duration_node_replay.py,hybrid-reset-current,test,shared-keep,tests seizure_free_duration_node_replay.py (hybrid-reset-current/shared-keep)
tests/test_gan2026_seizure_free_duration_projection_ablation.py,hybrid-reset-current,test,shared-keep,tests seizure_free_duration_projection_ablation.py (hybrid-reset-current/shared-keep)
tests/test_gan2026_selected_candidate_decision_diagnostics.py,hybrid-reset-current,test,shared-keep,tests selected_candidate_decision_diagnostics.py (hybrid-reset-current/shared-keep)
tests/test_gan2026_selected_evidence_derivation.py,shared-infrastructure,test,shared-keep,tests selected_evidence_derivation.py (shared-infrastructure/shared-keep)
tests/test_gan2026_selected_fact_contract.py,shared-infrastructure,test,shared-keep,tests selected_fact.py (shared-infrastructure/shared-keep)
tests/test_gan2026_selected_state_union_replay.py,hybrid-staged-v0,test,needs-decision,tests selected_state_union_replay.py (hybrid-staged-v0/needs-decision)
tests/test_gan2026_selective_boundary_candidate_experiment.py,hybrid-reset-current,test,shared-keep,tests selective_boundary_candidate_experiment.py (hybrid-reset-current/shared-keep)
tests/test_gan2026_selective_boundary_candidate_predeclaration.py,hybrid-reset-current,test,shared-keep,tests selective_boundary_candidate_predeclaration.py (hybrid-reset-current/shared-keep)
tests/test_gan2026_selective_safety_floor_gate_replay.py,hybrid-parallel-state,test,needs-decision,tests selective_safety_floor_gate_replay.py (hybrid-parallel-state/needs-decision)
tests/test_gan2026_selective_verifier_experiment.py,hybrid-reset-current,test,shared-keep,tests selective_verifier_experiment.py (hybrid-reset-current/shared-keep)
tests/test_gan2026_selective_verifier_predeclaration.py,hybrid-reset-current,test,shared-keep,tests selective_verifier_predeclaration.py (hybrid-reset-current/shared-keep)
tests/test_gan2026_selective_verifier_prompt_design_experiment.py,hybrid-reset-current,test,shared-keep,tests selective_verifier_prompt_design_experiment.py (hybrid-reset-current/shared-keep)
tests/test_gan2026_staged_assembly_v1.py,hybrid-staged-v1,test,superseded-candidate,tests staged_assembly_v1.py (hybrid-staged-v1/superseded-candidate)
tests/test_gan2026_staged_hybrid_assembly.py,hybrid-staged-v0,test,superseded-candidate,tests staged_hybrid_assembly.py (hybrid-staged-v0/superseded-candidate)
tests/test_gan2026_state_graph.py,shared-infrastructure,test,shared-keep,tests graph.py (shared-infrastructure/shared-keep)
tests/test_gan2026_state_graph_diagnostics.py,shared-infrastructure,test,shared-keep,tests state_graph_diagnostics.py (shared-infrastructure/shared-keep)
tests/test_gan2026_structured_candidate_contract.py,hybrid-staged-v1,test,needs-decision,tests structured_candidate_contract.py (hybrid-staged-v1/needs-decision)
tests/test_gan2026_structured_candidate_family_audit.py,hybrid-staged-v1,test,needs-decision,tests structured_candidate_family_audit.py (hybrid-staged-v1/needs-decision)
tests/test_gan2026_structured_candidate_panel.py,hybrid-staged-v1,test,needs-decision,tests structured_candidate_panel.py (hybrid-staged-v1/needs-decision)
tests/test_gan2026_structured_event_projection_audit.py,hybrid-staged-v1,test,needs-decision,tests structured_event_projection_audit.py (hybrid-staged-v1/needs-decision)
tests/test_gan2026_structured_projection_expansion_source_audit.py,hybrid-staged-v1,test,needs-decision,tests structured_projection_expansion_source_audit.py (hybrid-staged-v1/needs-decision)
tests/test_gan2026_structured_projection_port_frozen_test_audit.py,hybrid-staged-v1,test,needs-decision,tests structured_projection_port_frozen_test_audit.py (hybrid-staged-v1/needs-decision)
tests/test_gan2026_structured_seed_event_generator.py,hybrid-staged-v1,test,needs-decision,tests structured_seed_event_generator.py (hybrid-staged-v1/needs-decision)
tests/test_gan2026_structured_seed_expansion_panel.py,hybrid-staged-v1,test,needs-decision,tests structured_seed_expansion_panel.py (hybrid-staged-v1/needs-decision)
tests/test_gan2026_structured_seed_projection_generator.py,hybrid-staged-v1,test,needs-decision,tests structured_seed_projection_generator.py (hybrid-staged-v1/needs-decision)
tests/test_gan2026_structured_seed_validation_extractor.py,hybrid-staged-v1,test,needs-decision,tests structured_seed_validation_extractor.py (hybrid-staged-v1/needs-decision)
tests/test_gan2026_structured_seed_validation_panel.py,hybrid-staged-v1,test,needs-decision,tests structured_seed_validation_panel.py (hybrid-staged-v1/needs-decision)
tests/test_gan2026_structured_synthetic_hard_opportunity_panel.py,hybrid-staged-v1,test,needs-decision,tests structured_synthetic_hard_opportunity_panel.py (hybrid-staged-v1/needs-decision)
tests/test_gan2026_structured_synthetic_projection_generator.py,hybrid-staged-v1,test,needs-decision,tests structured_synthetic_projection_generator.py (hybrid-staged-v1/needs-decision)
tests/test_gan2026_structured_validation_hard_opportunity_miner.py,hybrid-staged-v1,test,needs-decision,tests structured_validation_hard_opportunity_miner.py (hybrid-staged-v1/needs-decision)
tests/test_gan2026_structured_validation_projection_extractor.py,hybrid-staged-v1,test,needs-decision,tests structured_validation_projection_extractor.py (hybrid-staged-v1/needs-decision)
tests/test_gan2026_structured_validation_projection_panel.py,hybrid-staged-v1,test,needs-decision,tests structured_validation_projection_panel.py (hybrid-staged-v1/needs-decision)
tests/test_gan2026_structured_validation_projection_port_panel.py,hybrid-staged-v1,test,needs-decision,tests structured_validation_projection_port_panel.py (hybrid-staged-v1/needs-decision)
tests/test_gan2026_suspicious_selected_state_routing.py,hybrid-reset-current,test,shared-keep,tests suspicious_selected_state_routing.py (hybrid-reset-current/shared-keep)
tests/test_gan2026_synthetic_hard_case_component_stress.py,hybrid-rules-adjudicator,test,needs-decision,tests synthetic_hard_case_component_stress.py (hybrid-rules-adjudicator/needs-decision)
tests/test_gan2026_validation_component_stress_ablation.py,hybrid-reset-current,test,shared-keep,tests validation_component_stress_ablation.py (hybrid-reset-current/shared-keep)
tests/test_gan2026_validation_component_stress_panel.py,hybrid-reset-current,test,shared-keep,tests validation_component_stress_panel.py (hybrid-reset-current/shared-keep)
tests/test_gan2026_validation_test_gap_hypothesis_selection.py,hybrid-reset-current,test,shared-keep,tests validation_test_gap_hypothesis_selection.py (hybrid-reset-current/shared-keep)
tests/test_gan2026_validation_test_gap_matrix.py,hybrid-reset-current,test,shared-keep,tests validation_test_gap_matrix.py (hybrid-reset-current/shared-keep)
tests/test_gan2026_validation_test_gap_protocol.py,hybrid-reset-current,test,shared-keep,tests validation_test_gap_matrix.py (hybrid-reset-current/shared-keep)
tests/test_gan2026_validation_test_surface_map.py,hybrid-reset-current,test,shared-keep,tests validation_test_surface_map.py (hybrid-reset-current/shared-keep)
